2014-05-31 11:22:31,A680147,Transfer,Partner,No
2014-09-23 09:00:23,A688674,Transfer,SCRP,Yes
2014-04-27 15:35:27,A677633,Euthanasia,Suffering,Unknown
2013-11-21 18:23:21,A667384,Adoption,,Yes
2014-09-20 18:26:20,A688532,Transfer,Partner,No
2014-11-22 15:08:22,A687769,Adoption,,Yes
2014-04-13 16:02:13,A676666,Euthanasia,Medical,Unknown
2014-06-24 15:54:24,A678060,Adoption,Foster,Yes
2014-01-29 12:10:29,A671481,Adoption,,No
2014-05-25 16:23:25,A674053,Adoption,,Yes
2014-09-14 09:00:14,A688036,Transfer,SCRP,Yes
2014-10-08 16:50:08,A689091,Adoption,,Yes
2013-10-10 16:25:10,A663623,Adoption,,Yes
2014-04-23 12:18:23,A676932,Transfer,Partner,Yes
2014-12-15 18:00:15,A693547,Adoption,,Yes
2013-10-29 17:22:29,A663592,Adoption,,Yes
2014-08-12 10:36:12,A685713,Euthanasia,Medical,Unknown
2014-03-21 15:27:21,A675014,Euthanasia,Rabies Risk,Unknown
2014-04-01 19:16:01,A624436,Return to Owner,,Yes
2014-03-20 18:37:20,A562649,Euthanasia,Suffering,Yes
2014-02-20 14:49:20,A673137,Transfer,Partner,No
2014-12-04 17:22:04,A688904,Transfer,Partner,Yes
2014-09-07 15:49:07,A686842,Euthanasia,Aggressive,Yes
2014-12-13 14:16:13,A691706,Adoption,Foster,Yes
2014-02-11 15:41:11,A668644,Adoption,Foster,Yes
2014-08-04 18:20:04,A685249,Euthanasia,Suffering,Yes
2013-11-30 17:43:30,A667028,Adoption,,Yes
2014-09-24 16:46:24,A688773,Return to Owner,,Yes
2014-03-29 19:29:29,A675362,Transfer,Partner,No
2014-05-13 10:15:13,A672190,Adoption,Foster,Yes
2014-10-13 17:05:13,A687138,Adoption,,Yes
2013-12-24 12:55:24,A662261,Transfer,Partner,Yes
2014-01-20 14:25:20,A670525,Transfer,Partner,Yes
2014-11-25 13:29:25,A646578,Adoption,,Yes
2013-11-01 19:24:01,A665799,Adoption,,Yes
2014-02-26 15:12:26,A673438,Transfer,SCRP,Unknown
2013-12-18 16:14:18,A669140,Transfer,Partner,No
2014-11-30 16:48:30,A552202,Euthanasia,Suffering,No
2014-06-07 14:02:07,A675373,Return to Owner,,No
2014-09-13 15:24:13,A687494,Return to Owner,,Yes
2013-12-24 16:29:24,A669576,Euthanasia,Suffering,No
2014-02-22 11:10:22,A673284,Transfer,Partner,Unknown
2014-07-23 18:33:23,A684123,Adoption,,Yes
2014-06-26 12:26:26,A681482,Transfer,Partner,No
2014-08-09 15:58:09,A685582,Transfer,Partner,No
2013-10-06 17:41:06,A664633,Euthanasia,,Unknown
2014-07-02 19:01:02,A681449,Return to Owner,,Yes
2014-10-05 16:12:05,A684998,Adoption,,Yes
2013-10-09 18:46:09,A664486,Transfer,Partner,No
2014-09-30 15:08:30,A689192,Euthanasia,Suffering,No
2014-12-21 17:18:21,A693898,Adoption,,Yes
2013-12-05 15:30:05,A665019,Adoption,,Yes
2014-07-19 14:55:19,A684110,Euthanasia,Suffering,No
2013-11-03 17:15:03,A665719,Adoption,,Yes
2014-06-16 12:42:16,A677014,Transfer,Partner,Yes
2014-02-22 18:22:22,A672839,Transfer,Partner,Yes
2014-07-12 11:36:12,A677959,Adoption,Foster,Yes
2013-12-22 18:09:22,A667121,Return to Owner,,Yes
2014-07-12 12:24:12,A680473,Adoption,Foster,Yes
2014-11-22 13:23:22,A690900,Adoption,,Yes
2014-01-20 17:21:20,A650344,Adoption,,Yes
2014-03-19 16:17:19,A674808,Return to Owner,,No
2014-04-28 11:32:28,A675177,Adoption,,Yes
2013-10-03 15:33:03,A664437,Transfer,SCRP,No
2014-12-01 12:47:01,A580635,Transfer,Partner,Yes
2014-07-10 17:16:10,A683017,Adoption,,Yes
2014-11-09 17:43:09,A691498,Adoption,,Yes
2014-10-11 17:56:11,A688607,Adoption,,Yes
2013-10-28 15:34:28,A665667,Transfer,Partner,Yes
2014-05-17 12:12:17,A678589,Adoption,,Yes
2014-10-18 13:41:18,A690027,Return to Owner,,Yes
2014-07-27 16:19:27,A683956,Adoption,,Yes
2013-11-01 08:45:01,A664490,Adoption,Foster,Yes
2014-10-14 09:00:14,A690029,Transfer,SCRP,Unknown
2014-04-25 15:55:25,A666941,Transfer,Partner,Yes
2014-05-14 15:30:14,A678260,Transfer,Partner,No
2014-05-24 17:03:24,A679240,Adoption,Foster,Yes
2014-03-21 15:40:21,A672918,Adoption,,Yes
2014-09-23 15:09:23,A688771,Euthanasia,Suffering,Unknown
2014-06-22 15:11:22,A681990,Transfer,Partner,No
2014-07-25 16:47:25,A683735,Transfer,Partner,No
2013-11-11 10:53:11,A515757,Return to Owner,,Yes
2014-08-09 18:28:09,A685607,Transfer,Partner,No
2013-11-22 18:51:22,A592428,Return to Owner,,Yes
2013-10-31 18:02:31,A666001,Adoption,,Yes
2014-05-26 18:12:26,A679736,Transfer,SCRP,No
2014-01-19 17:35:19,A671106,Transfer,SCRP,Unknown
2014-09-27 15:09:27,A688062,Adoption,,Yes
2014-06-08 16:53:08,A678573,Adoption,,Yes
2014-09-20 11:19:20,A687004,Adoption,,Yes
2013-12-23 17:22:23,A669193,Return to Owner,,No
2013-12-27 14:28:27,A661614,Adoption,Foster,Yes
2013-12-06 16:34:06,A668531,Transfer,Partner,No
2014-11-15 17:02:15,A684739,Return to Owner,,Yes
2014-01-30 16:11:30,A626164,Adoption,,Yes
2013-10-19 17:04:19,A663020,Adoption,Foster,Yes
2014-01-03 17:19:03,A669753,Transfer,Partner,Unknown
2014-11-28 14:55:28,A687770,Adoption,,Yes
2014-03-25 11:33:25,A580685,Euthanasia,Aggressive,Yes
2014-08-15 17:01:15,A685766,Return to Owner,,Yes
2013-11-01 19:07:01,A666264,Adoption,,No
2014-07-26 17:32:26,A683813,Adoption,,Yes
2014-09-17 14:06:17,A688206,Transfer,Partner,Yes
2013-11-25 18:38:25,A667941,Transfer,Partner,No
2013-11-18 17:31:18,A667359,Return to Owner,,Yes
2014-11-29 17:59:29,A689369,Transfer,Partner,Yes
2014-09-29 17:49:29,A688884,Adoption,,Yes
2014-05-14 18:54:14,A677215,Adoption,,Yes
2014-02-10 12:24:10,A625324,Return to Owner,,Yes
2014-04-05 13:21:05,A675626,Transfer,Partner,Yes
2014-09-01 14:11:01,A686388,Adoption,,Yes
2014-04-02 15:48:02,A675315,Adoption,,Yes
2014-08-06 14:23:06,A684824,Transfer,Partner,No
2014-02-21 18:47:21,A672456,Transfer,Partner,Yes
2014-08-30 09:00:30,A686978,Transfer,SCRP,No
2014-02-03 17:19:03,A672082,Return to Owner,,Yes
2014-06-30 18:17:30,A680663,Adoption,,Yes
2014-04-20 16:21:20,A677147,Return to Owner,,Yes
2014-06-11 17:11:11,A681042,Transfer,Partner,Unknown
2014-07-08 11:16:08,A680414,Adoption,Foster,Yes
2014-05-05 15:16:05,A677404,Transfer,Partner,Yes
2014-02-19 11:48:19,A673022,Euthanasia,Rabies Risk,Unknown
2014-07-08 17:01:08,A683224,Euthanasia,Suffering,No
2014-01-22 17:41:22,A671082,Adoption,,Yes
2014-04-27 12:07:27,A677631,Transfer,Partner,Unknown
2014-04-26 15:43:26,A677077,Adoption,,No
2014-08-03 16:10:03,A682239,Adoption,Foster,Yes
2014-09-12 17:29:12,A687677,Adoption,,Yes
2014-12-17 09:00:17,A693905,Transfer,SCRP,No
2013-12-01 18:09:01,A666882,Adoption,,Yes
2014-06-01 11:11:01,A672684,Transfer,Partner,Yes
2014-05-19 12:49:19,A679110,Transfer,Partner,Yes
2014-05-21 12:25:21,A679444,Euthanasia,Rabies Risk,Unknown
2014-08-23 17:04:23,A686527,Return to Owner,,Yes
2014-06-15 15:48:15,A680819,Adoption,,Yes
2014-07-27 11:45:27,A682822,Adoption,Foster,Yes
2013-10-17 13:32:17,A568980,Return to Owner,,Yes
2014-06-19 17:11:19,A681211,Transfer,Partner,No
2013-10-16 17:08:16,A665165,Adoption,,Yes
2014-02-13 19:03:13,A672566,Return to Owner,,Yes
2013-10-02 18:58:02,A663004,Adoption,,Yes
2014-04-01 11:14:01,A675711,Return to Owner,,No
2013-10-26 17:41:26,A563563,Return to Owner,,Yes
2014-03-01 17:25:01,A673750,Euthanasia,Rabies Risk,Unknown
2013-11-19 18:58:19,A667421,Transfer,Partner,No
2014-11-08 07:31:08,A690726,Adoption,,Yes
2014-07-06 16:51:06,A680076,Adoption,,Yes
2014-07-13 16:48:13,A682584,Adoption,,Yes
2014-04-23 17:13:23,A537300,Return to Owner,,Yes
2014-01-11 13:25:11,A670245,Adoption,,Yes
2014-05-31 16:31:31,A680264,Transfer,Partner,No
2013-10-27 16:30:27,A665817,Transfer,Partner,Yes
2014-11-25 18:37:25,A692219,Transfer,SCRP,Yes
2014-04-18 12:53:18,A677021,Euthanasia,Suffering,No
2014-08-30 11:42:30,A682550,Return to Owner,,Yes
2013-12-15 18:01:15,A669134,Euthanasia,Rabies Risk,Unknown
2014-09-20 11:52:20,A688479,Return to Owner,,Yes
2014-11-03 10:35:03,A685801,Return to Owner,,Yes
2014-11-20 11:06:20,A692409,Return to Owner,,Yes
2013-10-10 17:31:10,A664618,Adoption,,Yes
2014-03-03 15:52:03,A673538,Transfer,Partner,Yes
2014-10-05 15:10:05,A688741,Transfer,Partner,No
2013-10-13 18:51:13,A664514,Adoption,,No
2014-09-03 13:51:03,A687263,Transfer,Partner,Yes
2014-01-21 13:14:21,A671065,Transfer,Partner,Yes
2014-03-14 18:37:14,A673579,Adoption,,Yes
2014-05-21 17:37:21,A678248,Transfer,Partner,No
2014-05-09 13:11:09,A678109,Transfer,Partner,No
2014-02-12 18:34:12,A670616,Adoption,,Yes
2014-01-01 18:45:01,A669510,Adoption,,Yes
2014-04-20 18:34:20,A676786,Adoption,,Yes
2014-02-04 12:50:04,A671647,Adoption,,Yes
2014-08-10 18:57:10,A352555,Return to Owner,,Yes
2013-12-20 11:34:20,A669124,Transfer,Partner,Yes
2014-09-15 17:01:15,A688164,Return to Owner,,Yes
2013-12-24 15:33:24,A669279,Adoption,,Yes
2014-07-27 12:26:27,A678311,Adoption,,Yes
2014-07-11 18:54:11,A683161,Adoption,,Yes
2013-10-26 14:43:26,A665982,Return to Owner,,Yes
2014-08-09 12:27:09,A685532,Return to Owner,,Yes
2013-12-28 15:18:28,A669828,Transfer,Partner,No
2014-12-15 17:04:15,A575091,Return to Owner,,Yes
2014-06-15 18:47:15,A680973,Adoption,,Yes
2014-07-16 17:37:16,A683570,Adoption,,Yes
2014-09-17 18:26:17,A688074,Adoption,,Yes
2014-10-01 18:43:01,A688983,Adoption,,Yes
2014-08-06 17:43:06,A681310,Return to Owner,,No
2013-12-15 19:10:15,A664952,Adoption,Foster,Yes
2014-08-12 19:12:12,A685756,Return to Owner,,Yes
2014-11-27 11:52:27,A689995,Adoption,Foster,Yes
2013-11-11 17:57:11,A666700,Adoption,,Yes
2014-11-05 15:47:05,A688011,Return to Owner,,Yes
2014-11-12 12:58:12,A644391,Adoption,,Yes
2013-11-04 14:32:04,A666578,Transfer,Partner,Yes
2014-11-22 18:49:22,A691847,Adoption,,Yes
2014-12-18 14:29:18,A688552,Adoption,Foster,No
2014-10-30 10:37:30,A691086,Transfer,Partner,Unknown
2014-05-20 09:52:20,A678917,Died,,No
2014-02-11 18:16:11,A672410,Return to Owner,,Yes
2013-11-21 15:29:21,A585940,Euthanasia,Aggressive,Yes
2014-12-05 18:29:05,A692964,Adoption,Foster,Yes
2014-05-29 19:13:29,A679999,Transfer,SCRP,Yes
2014-04-28 14:49:28,A677713,Transfer,Partner,No
2014-02-11 19:05:11,A672466,Return to Owner,,No
2013-10-09 18:48:09,A664638,Transfer,Partner,No
2014-05-09 16:33:09,A678011,Return to Owner,,Yes
2014-10-01 15:51:01,A688558,Transfer,Partner,Yes
2014-01-01 19:13:01,A664943,Adoption,,Yes
2013-12-30 13:52:30,A666522,Euthanasia,Behavior,Yes
2014-01-06 11:15:06,A670297,Return to Owner,,No
2014-03-27 08:11:27,A571229,Transfer,Partner,Yes
2014-02-13 19:31:13,A672636,Euthanasia,,Unknown
2014-05-10 13:57:10,A678563,Return to Owner,,Yes
2014-10-12 11:58:12,A689913,Transfer,Partner,Yes
2014-04-20 17:11:20,A673585,Adoption,,Yes
2014-02-28 14:39:28,A673464,Adoption,,Yes
2014-03-17 11:55:17,A328422,Return to Owner,,Yes
2014-10-10 15:07:10,A689477,Transfer,Partner,Yes
2013-11-29 17:50:29,A667144,Adoption,,No
2014-08-19 17:05:19,A685958,Adoption,,Yes
2014-05-22 16:40:22,A679553,Euthanasia,Rabies Risk,Unknown
2013-12-07 12:04:07,A613954,Adoption,,Yes
2014-10-19 13:41:19,A688119,Adoption,Foster,Yes
2014-06-18 12:09:18,A680219,Adoption,Foster,Yes
2014-11-21 13:10:21,A692480,Euthanasia,Rabies Risk,Unknown
2014-01-27 15:33:27,A668847,Adoption,,Yes
2014-08-06 18:43:06,A684635,Adoption,,Yes
2014-09-29 19:28:29,A689130,Transfer,Partner,No
2014-09-14 15:09:14,A687416,Adoption,,Yes
2014-02-11 13:23:11,A641881,Return to Owner,,Yes
2014-05-03 08:41:03,A674331,Adoption,,Yes
2014-09-06 19:07:06,A687156,Adoption,,No
2014-11-25 18:40:25,A691709,Transfer,SCRP,Yes
2013-12-23 19:11:23,A669542,Adoption,,Yes
2013-12-26 09:31:26,A665661,Adoption,Foster,Yes
2014-10-30 11:19:30,A690538,Adoption,,Yes
2014-06-20 15:04:20,A679781,Adoption,,No
2013-11-10 10:44:10,A666253,Euthanasia,Suffering,Yes
2013-10-02 15:08:02,A663644,Return to Owner,,Yes
2013-11-15 14:39:15,A667187,Transfer,SCRP,No
2013-12-13 11:54:13,A669003,Transfer,Partner,Yes
2013-11-04 15:49:04,A666265,Transfer,Partner,No
2014-06-19 14:39:19,A681701,Euthanasia,Suffering,No
2014-03-23 14:07:23,A673085,Adoption,,Yes
2014-10-17 08:24:17,A690228,Euthanasia,Rabies Risk,Unknown
2013-10-02 15:25:02,A663825,Transfer,Partner,Yes
2014-10-22 18:00:22,A690407,Return to Owner,,Yes
2014-04-29 08:51:29,A671089,Adoption,Foster,Yes
2013-10-08 18:22:08,A663893,Adoption,,Yes
2014-11-07 17:22:07,A689722,Adoption,Foster,Yes
2014-08-31 11:22:31,A687078,Return to Owner,,No
2014-03-30 18:30:30,A675235,Adoption,,Yes
2014-02-10 17:16:10,A672217,Transfer,Partner,Yes
2014-07-16 19:00:16,A681349,Adoption,Foster,Yes
2014-07-30 17:00:30,A684620,Adoption,,Yes
2014-08-16 09:00:16,A685901,Transfer,SCRP,No
2014-09-29 17:51:29,A688808,Transfer,Partner,No
2014-02-21 13:04:21,A628369,Return to Owner,,Yes
2013-10-27 15:06:27,A665648,Transfer,Partner,No
2014-04-26 13:41:26,A677564,Euthanasia,Rabies Risk,No
2013-11-21 13:48:21,A667079,Transfer,Partner,Yes
2014-06-17 16:33:17,A680793,Adoption,,Yes
2014-09-01 14:24:01,A686753,Adoption,,Yes
2014-06-13 15:53:13,A681157,Euthanasia,Medical,No
2014-09-23 13:23:23,A688748,Transfer,Partner,No
2013-12-19 16:38:19,A660220,Adoption,Foster,Yes
2014-01-21 15:12:21,A671184,Transfer,SCRP,No
2014-12-02 18:15:02,A692887,Adoption,,Yes
2014-11-09 09:00:09,A691711,Transfer,SCRP,No
2014-06-01 18:16:01,A680005,Adoption,,Yes
2014-03-31 16:25:31,A674642,Adoption,,Yes
2014-05-20 17:18:20,A679410,Transfer,Partner,No
2013-10-09 17:38:09,A664596,Adoption,,Yes
2014-03-03 18:20:03,A673615,Adoption,,Yes
2014-10-13 12:14:13,A687187,Adoption,,Yes
2014-07-05 16:49:05,A682954,Transfer,Partner,No
2014-07-23 19:44:23,A683880,Transfer,Partner,Yes
2013-10-13 17:24:13,A664283,Adoption,,Yes
2014-05-31 15:47:31,A679085,Adoption,,Yes
2014-07-25 16:18:25,A683852,Return to Owner,,No
2014-04-25 16:20:25,A676036,Adoption,,Yes
2013-11-03 17:26:03,A666313,Adoption,,Yes
2014-01-14 12:54:14,A670479,Adoption,,Yes
2014-12-10 15:23:10,A693312,Transfer,Partner,No
2014-03-07 15:44:07,A673970,Euthanasia,Suffering,No
2014-04-17 18:14:17,A676600,Return to Owner,,No
2014-11-12 16:57:12,A691881,Adoption,,Yes
2014-07-06 14:14:06,A628628,Adoption,,Yes
2014-07-22 10:51:22,A684311,Transfer,Partner,No
2014-05-22 17:37:22,A679233,Return to Owner,,Yes
2014-05-10 12:44:10,A676541,Adoption,,Yes
2014-06-09 17:13:09,A680647,Adoption,,Yes
2014-04-08 15:29:08,A676292,Transfer,Partner,No
2014-07-15 17:10:15,A682876,Adoption,,Yes
2014-09-06 18:57:06,A640416,Transfer,Partner,Yes
2014-07-31 18:59:31,A684283,Return to Owner,,Yes
2014-03-27 17:09:27,A675129,Transfer,Partner,Yes
2013-11-23 17:33:23,A667578,Return to Owner,,Yes
2013-11-07 16:52:07,A666568,Return to Owner,,Yes
2014-05-26 17:09:26,A678653,Adoption,,Yes
2014-08-31 12:01:31,A686756,Transfer,Partner,No
2013-12-07 12:51:07,A667400,Adoption,,Yes
2014-06-28 17:58:28,A680183,Adoption,,Yes
2014-06-08 12:53:08,A680670,Adoption,,Yes
2014-05-26 12:55:26,A678951,Adoption,,Yes
2013-12-23 15:27:23,A668012,Adoption,Foster,Yes
2014-08-16 12:01:16,A686020,Return to Owner,,No
2014-04-02 16:48:02,A590767,Return to Owner,,Yes
2014-05-13 13:22:13,A678837,Transfer,Partner,No
2013-12-19 13:37:19,A669284,Return to Owner,,No
2014-03-12 15:23:12,A673609,Transfer,Partner,No
2014-10-20 13:50:20,A690090,Transfer,Partner,No
2014-07-30 12:42:30,A684268,Return to Owner,,No
2014-05-10 16:10:10,A677443,Adoption,,Yes
2014-08-26 19:20:26,A684041,Adoption,,Yes
2014-01-14 18:40:14,A668365,Adoption,,Yes
2014-08-02 16:56:02,A579684,Return to Owner,,Yes
2014-09-10 15:00:10,A686697,Adoption,,Yes
2014-06-10 19:01:10,A680977,Euthanasia,Suffering,No
2013-10-20 13:19:20,A587990,Return to Owner,,Yes
2014-07-01 15:34:01,A682192,Transfer,Partner,Yes
2014-03-01 18:04:01,A627272,Adoption,,Yes
2013-10-01 17:02:01,A663827,Adoption,,Yes
2013-11-07 17:39:07,A665813,Adoption,,Yes
2013-11-16 13:31:16,A667327,Return to Owner,,Yes
2014-02-13 16:48:13,A672073,Transfer,Partner,Yes
2014-12-15 19:17:15,A589009,Return to Owner,,Yes
2014-12-04 18:34:04,A693245,Return to Owner,,Yes
2014-07-12 17:09:12,A679579,Adoption,Foster,Yes
2014-03-25 19:23:25,A674688,Adoption,,No
2014-04-06 12:37:06,A675669,Adoption,,Yes
2014-03-19 08:37:19,A665668,Adoption,Foster,Yes
2014-09-27 14:10:27,A688850,Adoption,,Yes
2014-07-28 11:33:28,A684576,Return to Owner,,Yes
2014-08-10 17:14:10,A685553,Return to Owner,,Yes
2014-06-22 14:18:22,A681870,Return to Owner,,No
2014-12-19 18:07:19,A693864,Adoption,,Yes
2013-12-18 16:16:18,A667007,Transfer,Partner,Yes
2013-12-18 18:21:18,A669181,Adoption,,Yes
2013-11-11 16:51:11,A664666,Return to Owner,,Yes
2014-11-11 17:58:11,A691897,Euthanasia,Rabies Risk,Unknown
2014-03-24 17:25:24,A675115,Adoption,,Yes
2014-05-01 16:40:01,A677948,Euthanasia,Rabies Risk,Unknown
2013-11-24 15:15:24,A652261,Return to Owner,,Yes
2013-10-20 16:58:20,A664442,Adoption,,Yes
2014-11-11 10:26:11,A691861,Euthanasia,Suffering,No
2014-10-09 16:33:09,A689499,Adoption,,Yes
2013-11-09 08:53:09,A666677,Died,In Kennel,No
2014-05-27 08:21:27,A674737,Adoption,Foster,No
2014-12-11 18:25:11,A693037,Return to Owner,,No
2014-03-17 11:31:17,A674564,Transfer,Partner,Yes
2014-01-21 12:45:21,A670692,Transfer,Partner,Yes
2014-06-17 18:57:17,A672468,Adoption,,Yes
2014-04-10 11:39:10,A676440,Transfer,Partner,No
2013-11-06 08:31:06,A662822,Transfer,Partner,Yes
2013-12-08 18:29:08,A668535,Adoption,,Yes
2014-04-21 18:03:21,A677216,Transfer,Partner,No
2014-07-01 09:42:01,A682646,Disposal,,Unknown
2014-02-21 17:26:21,A672808,Adoption,,Yes
2014-08-30 14:38:30,A687041,Transfer,Partner,No
2014-12-22 16:48:22,A693991,Return to Owner,,No
2014-10-14 14:56:14,A689349,Transfer,Partner,No
2014-10-20 13:01:20,A683111,Return to Owner,,Yes
2014-07-19 17:50:19,A683534,Adoption,,Yes
2014-06-05 16:34:05,A673115,Transfer,Partner,Yes
2013-11-28 12:01:28,A667884,Transfer,Partner,Yes
2013-12-09 07:19:09,A668549,Transfer,Partner,Yes
2013-10-29 16:06:29,A665481,Transfer,Partner,Yes
2014-11-07 17:10:07,A690854,Return to Owner,,Yes
2013-10-14 16:03:14,A635698,Adoption,,Yes
2014-09-06 09:00:06,A687495,Transfer,SCRP,No
2013-10-09 13:15:09,A664070,Transfer,Partner,Yes
2014-09-26 12:09:26,A688869,Return to Owner,,No
2014-10-14 16:38:14,A680574,Adoption,,Yes
2013-12-12 13:14:12,A668908,Return to Owner,,Yes
2014-01-05 14:41:05,A669944,Transfer,Partner,Yes
2014-05-24 08:13:24,A678735,Transfer,Partner,No
2014-02-24 14:28:24,A672237,Adoption,,Yes
2013-12-09 15:53:09,A668499,Transfer,Partner,No
2014-08-18 12:28:18,A683997,Euthanasia,Behavior,Yes
2014-12-11 14:40:11,A693392,Transfer,Partner,Yes
2013-12-13 11:43:13,A668683,Adoption,,Yes
2014-10-05 17:51:05,A689399,Return to Owner,,Yes
2014-04-11 16:00:11,A676213,Transfer,Partner,Yes
2013-10-05 15:06:05,A664266,Transfer,Partner,No
2014-03-16 16:07:16,A674396,Transfer,Partner,Yes
2014-10-03 15:56:03,A686214,Transfer,Partner,Yes
2014-08-06 14:37:06,A683238,Transfer,Partner,Yes
2014-01-03 14:36:03,A669641,Return to Owner,,No
2014-09-11 07:53:11,A680461,Adoption,Foster,Yes
2014-05-24 14:46:24,A677282,Adoption,,Yes
2014-11-21 17:10:21,A690375,Adoption,,Yes
2013-12-16 17:32:16,A665145,Adoption,,Yes
2013-12-05 18:55:05,A668172,Adoption,,Yes
2014-08-27 18:20:27,A686795,Transfer,Partner,No
2014-09-17 08:54:17,A688059,Euthanasia,Suffering,No
2014-10-05 14:42:05,A688519,Adoption,,No
2013-12-12 19:47:12,A668942,Return to Owner,,No
2014-06-26 09:02:26,A673851,Euthanasia,Aggressive,Yes
2014-09-29 12:37:29,A688958,Adoption,,Yes
2014-06-25 09:00:25,A682075,Transfer,SCRP,No
2014-05-26 18:12:26,A679737,Transfer,SCRP,Unknown
2014-05-25 13:48:25,A679717,Transfer,Partner,No
2014-02-13 14:31:13,A672589,Euthanasia,Suffering,Yes
2014-02-12 15:39:12,A672516,Transfer,SCRP,No
2014-08-10 17:29:10,A680307,Adoption,Offsite,Yes
2013-10-09 17:31:09,A664461,Adoption,,Yes
2013-12-02 15:49:02,A616640,Return to Owner,,Yes
2014-12-19 11:46:19,A693908,Transfer,Partner,Yes
2013-12-27 13:15:27,A666154,Adoption,,Yes
